"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0448501743879947,0.338696683723562,0.0211555763932937,0.00645517988311924,0.108663270498137,0.510978904453194,0.650209340672812,0.0339375158890744,0.0552859478594517,1,0.827227696663239,0,0.0518654325713822,0.704147120685714,0.623336292963881,0.52885225814171,0.679203124109839,0,0.302275569347781,0.0580927890218427,0.61505183472692,0,0.0525427061783313,0,0.571908474499957,0.012883802066518,0.804992095602088,0.487995569141983,0.480641210836607,0,0.666021720185506,0.0874983488154335,0.088618038694072,0.326766744847255,0.158066193007815,0.157288022858921,0.299707200707892,0,0.300356878828953,0.00163945521260503,0.147408270567281,0.417083659497285,0.0444528569325838,0.287114918702356,0.431297621686203,0.427680859717815,0.41528552035932,0.075221805181704,0.0317537902446666,0.196696991165548,0.0361081328774296,0.0586847996395155,0.339390196545598,0.0802147969954709,0,0.426824061573204,0.2429958514378,0.419655153354796,0.0122993649028671,0.0871295197294012,0.225048967958863,0.126433404779017,0.00285585599251573,0.181336306173193,0.182503952087584,0.137707251157568,0.0283596587263833,0.215704073823861,0.280631072878673,0.200352909038035,0.413906277322211,0.0535020794819101,0.0283375957123186,0.184729977194008,0.172076910350277,0.172445745050647,0,0.289177038646529,0.271838159258928,0.0223178551578829,0.175036925246722,0.0747241163254152,0.133191153145084,0.137363353164635,0.164895383221232,0.081407295503248,0.169191498484353,0.108323730745882
"hsa-miR-6733-5p",0,0.40750031208556,0.0722448656642721,0.0361021346794183,0.112232041219936,0.532645726942498,0.656454139889045,0.0631035461877266,0.0776182120146393,1,0.773126438261642,0,0,0.656454139889045,0.395243640714601,0.443233070375028,0.663630150833679,0.0542454631574001,0.337229233644173,0.0714833817478344,0.415319855215008,0.0633134185211881,0.0869046010347936,0,0.360580844417823,0.0144766996985545,0.752067342014612,0.47344449857787,0.610498769429231,0.0430015876125996,0.656454139889045,0.0786420632130375,0.0672106617339237,0.369225348780253,0.121235652473273,0.224043500854081,0.313512017210023,0.0534395053587192,0.352092285314016,0,0.184443379774687,0.505094057698817,0.0582309566434151,0.295989898383592,0.532733739277752,0.518114246746119,0.424445820067406,0.09622497219949,0.0339238536286103,0.192942867950803,0.00612686836308281,0.0819340143063026,0.322423081082018,0.0980690595969474,0,0.488074539244064,0.175184062923482,0.527981195622673,0.0024655585242466,0.101985310032205,0.225529039158994,0.141678144193805,0.0124097515763453,0.210707916901685,0.200758464329511,0.14851015501226,0.0633409794375828,0.218525649765934,0.291584989365345,0.233879491631321,0.444693861905736,0.0798722276703333,0.0320508395503111,0.192369711260863,0.190723029181546,0.177680194024232,0.0184888708937377,0.318983633442498,0.286648629284438,0.0393049869220257,0.188266773982156,0.0859565463756942,0.156302206727954,0.144817360133893,0.16824298024807,0.0996275645773596,0.184384601777992,0.126268728459094
"HALLMARK_ALLOGRAFT_REJECTION",0.10226635084481,0.277995176206019,0.0546033813354792,0.0309927521399899,0.095317109140909,0.401710554605059,0.683832456044422,0.0983612289932092,0.110909955476849,1,0.66505195810803,0.0180423477572982,0.0817769121001645,0.794820535642953,0.616576105130163,0.28919362290975,0.783045572714136,0.0156501305207484,0.243256591587682,0.0853806051410237,0.711632828747525,0.0392073314612522,0.110054627637592,0.0213950907753347,0.304616808382085,0.0273918456949479,0.679800327427656,0.385207547715486,0.418630930235127,0.0365437595758848,0.783045572714136,0.091639014227068,0.0797555944525432,0.361671556945754,0.142950028790315,0.116321869209587,0.316310506224943,0.0365437595758848,0.248010893990849,0,0.143371075470656,0.463487242453807,0.0164857458729875,0.302206413897564,0.490512721744439,0.490512721744439,0.45160007236132,0.0518886855071154,0.00388382227265118,0.205490190862,0,0.0539858784989014,0.377522462374374,0.0566071430622262,0,0.490512721744439,0.295781441485888,0.486188287811537,0,0.0946516818926667,0.235095356032604,0.120658258819966,0,0.174148947267934,0.181646769910549,0.131946201041081,0.019735822826401,0.227574848699176,0.290750211997188,0.192620434141563,0.425881616813156,0.0568821092955052,0,0.189978256573549,0.172654848819232,0.181214748085206,0.000497793910377647,0.292655395126609,0.290753671186544,0,0.177066055091378,0.0657775964945472,0.142673764135563,0.135883885793623,0.160356690546822,0.0915177071952763,0.163302838663982,0.116726977231493
"P00031",0,0.254157177572932,0.102274240738602,0.00144748360565035,0.177243172131138,0.455191720553424,0.65674689221594,0.0716170228593121,0.0627971054517128,1,0.541644218384831,0.0290372347909938,0,0.807941623531568,0.616409430039189,0.324554638454491,0.758264632121835,0.021444474272327,0.250748604972636,0.0983921144182351,0.670627657313785,0,0.0640291228897042,0,0.618230854218088,0,0.530722887599761,0.409881756611046,0.449377554854278,0,0.754494184488274,0.0928267313086871,0.0493696608325232,0.498990196230026,0.175472950778769,0.157410294364558,0.324956726566296,0.0707581207863963,0.247528958639994,0.0550437763940716,0.10074920468033,0.352886431283334,0.0865806300048069,0.303038030507466,0.417361288746494,0.420710446016274,0.413351824992904,0.120174217453515,0.0782107855902422,0.23264961892637,0.083946297436565,0.101843871719883,0.365271915210936,0.102888677991765,0.0571671488869606,0.420710446016274,0.328024835517804,0.36305788207939,0.0593220509863794,0.121245207453536,0.242508552986856,0.153773114834693,0.0565362609180062,0.195664365083751,0.198553710317195,0.165393044915267,0.0709574581974645,0.243261685824567,0.276797390140757,0.209837168030617,0.398547052412112,0.0961742238962381,0.069535844222538,0.212432707540631,0.19214000545125,0.194161370494837,0.0341404670204398,0.293887383707355,0.285628300004669,0.068243027487644,0.197558320456585,0.106491667075427,0.162177501329751,0.16446739874256,0.188181142913864,0.116113661528017,0.191359914021744,0.137889930204601
"NABA_ECM_GLYCOPROTEINS",0,0.366926996299655,0.11963429017762,0,0.165375342434,0.481354241785192,0.760890655038989,0.0947834561228657,0.0630002980808178,1,0.596515359980195,0.0248416663758144,0.0170979376215502,0.782895857383509,0.738342165397443,0.550416473386998,0.692489992367142,0,0.35775037642591,0.114257602011817,0.684316455206701,0.0150359912361578,0.0650928742463021,0,0.670714705090309,0,0.758171861266152,0.541163470826174,0.580496188541153,0,0.688688222513969,0.0954766017687397,0.0594483402840424,0.456629700833808,0.250324232104758,0.155469079029907,0.379070021588631,0.0883106758743318,0.377745660445604,0.0660398612008173,0.159093926754056,0.478405584353925,0.0473732219771164,0.329634503251761,0.477190241309919,0.473089855860964,0.459329877071053,0.0779434294016473,0.0528262337099163,0.254584580925529,0.0642513173881055,0.0458768539476466,0.39006232985886,0.0980705302297056,0.0527001202838725,0.470089370012684,0.330320596466156,0.482568641048727,0.0462315699448855,0.1194581046598,0.245301771864306,0.155415951553505,0.0416233507889192,0.206258254411424,0.209534468066684,0.163582921625782,0.054496733686259,0.240071065614907,0.300699938952986,0.220907907322329,0.489283804202066,0.100416703983121,0.060325115232671,0.221876585772968,0.197932571752869,0.194037467229737,0.0141095507917621,0.318030434454489,0.292272434297268,0.053706108214212,0.202615525413932,0.102760023595318,0.170191128761293,0.161625549298303,0.18796449177675,0.119888093841721,0.194107929266915,0.145526346388628
"04062",0.132525415591067,0.277125115159796,0.0706628966257825,0.0779138527605437,0.189784395542655,0.541815796153045,0.646415841091519,0.115200784118446,0.0991277189770931,1,0.678937898243847,0.0279714718559817,0.0579484735822319,0.812115652413429,0.605171788827833,0.565805642622617,0.746768089876,0.0560571267853992,0.254436489322741,0.0910807663282251,0.660358390658682,0.0840242002024644,0.123441606041777,0.0270355187575616,0.598197554333454,0.0513754573123325,0.646415841091519,0.511348725739274,0.511532698000431,0.0736276538087997,0.743777533913386,0.130438286736986,0.101222616372354,0.367550849118449,0.203169191170741,0.182366522423452,0.32681423947653,0.0641269358680822,0.259819384172536,0,0.180165648531928,0.415440623999214,0.102671997453709,0.313667376252644,0.427285046104027,0.422500296648712,0.412622994967391,0.158972426957028,0.06565490159605,0.239020437515364,0.0588818100186037,0.138937170411235,0.376521650569297,0.144050431557644,0.0147295503921219,0.419917317447068,0.308265784510963,0.416425704023798,0.0351014568831074,0.142037295209562,0.260214782340642,0.179469608296815,0.0313823562924047,0.222569597099753,0.22346092707045,0.187856624353924,0.0787680592453646,0.260492550578387,0.302056966645818,0.23619202262567,0.4309535147182,0.0948525195951679,0.0516805435445054,0.22826115951231,0.216408840823077,0.215330170491472,0.0365936425401912,0.319435139451783,0.311811191023885,0.0550958443847821,0.218706427292387,0.121645767899707,0.17857174937804,0.184064644043705,0.209804822998995,0.13405592447842,0.212252275932427,0.154871023588709
"05167",0.0821829700416992,0.274153059496829,0.102176337334861,0.0339702358030283,0.180331437651481,0.515367825170193,0.691405008005339,0.0901304032097009,0.0809339217485873,1,0.614579455060437,0.0561835673109513,0.0966965948524793,0.815607787282367,0.651810385932746,0.588261456564396,0.75698872984939,0.0384514067534532,0.249731838905369,0.109739279850173,0.697459652506981,0.0831227645666707,0.0817706903828155,0,0.662517462798737,0.0455878974319197,0.614466112568024,0.474580029647964,0.454943388509889,0.074845860737452,0.754988417485919,0.110309229288934,0.0768145553209728,0.313491481115562,0.189051865725063,0.181688986290711,0.288070979195816,0.0855095457923256,0.252654395173853,0.0655090450165957,0.232459474690555,0.399142358175861,0.141122286576713,0.27703594693404,0.399142358175861,0.394217698659569,0.350006938197822,0.162404432335951,0.111626015156962,0.213724357990849,0.125481645446736,0.148295258911604,0.338371355771711,0.155507272409824,0.0653244137302876,0.391429581556902,0.208414748988925,0.399142358175861,0.0853215725742039,0.146231964926865,0.247872601634615,0.180488481071433,0.0718093726833924,0.220900955350148,0.227054159682319,0.185763480649067,0.0923957009638063,0.240177607109389,0.29861660491871,0.231827591443179,0.38838194818061,0.114301119945673,0.0971334250362653,0.217793595974309,0.217501951828104,0.221640157020947,0.0496606986344823,0.304978901718937,0.298462937745485,0.0909318455686701,0.215611271162156,0.1389365521869,0.184669334626599,0.18395034680562,0.204239750820574,0.134521734154538,0.205027259982428,0.158073045956762
"hsa-miR-363-5p",0,0.42429073083652,0.164739634548793,0,0.19472142209266,0.483802168017727,0.749197251177769,0.156756652371032,0.120795157934312,1,0.672832489857505,0.123102167774511,0,0.750632640486321,0.732570415183519,0.401131535619824,0.781547939485114,0.0374471693224207,0.412252072090852,0.166801908094259,0.727522421998207,0.0986841706307329,0.110441248271571,0,0.61238467520441,0,0.63390117252234,0.529529087722623,0.52491546960867,0.0643763859111348,0.761378005103355,0.0305054349675498,0,0.540211768453158,0.221135328172161,0.104922498871965,0.532473317061921,0.156756652371032,0.401713679897647,0.0735586512442839,0.236379522901317,0.351430569417331,0.0939561125491111,0.360068272231379,0.48045926283005,0.524184343469494,0.539877300785071,0.154527949564921,0.105245978850614,0.264402181259478,0.0972223437036906,0.147288843911383,0.472084467737131,0.154919806882189,0.0980118465575516,0.544386694522511,0.498192932024539,0.349298770549744,0.0580570269635866,0.16422665747118,0.295871320920831,0.175862430673809,0.0896263045757197,0.241088187788428,0.246890350310108,0.196618229637588,0.118043807051795,0.280231051935057,0.341355456544741,0.26043334041012,0.482768727859144,0.147288843911383,0.089664175820009,0.254289698470071,0.231693323147897,0.236019842015399,0.0752541560181875,0.342557256032949,0.325363248536702,0.0968401091681378,0.238288862170006,0.147385721748074,0.19146983678669,0.204096934617977,0.23720039522928,0.157512371281177,0.233247509191286,0.17493156637552
"94178",0.263934717119097,0.609695180728476,0.397979982660113,0.196290169673625,0.453380435881818,0.755798026482397,0.789939913823819,0.376290903925775,0.28517295963957,0.894219285843147,0.806060609974429,0.367638256850398,0.274720340919632,0.824220686940035,0.642176845671859,0.664661437665751,0.819963083653562,0.268373177759967,0.551937479618739,0.404144274187434,0.678328051395079,0.372507592257976,0.268251885192677,0.255700975958084,0.63718014739478,0.218313033626123,0.782138222315219,0.694797248449665,0.754248375628205,0.347655821627444,0.808953317244198,0.141696031727463,0,0.713202814181476,0.484116156402794,0.19764671076909,0.622386427975218,0.392633352840385,0.589137045882728,0.301704534668023,0.49077941788487,0.915072407137977,0.292322703503126,0.611229112859236,1,0.986061716268591,0.751958323936119,0.375705881777486,0.307040038870803,0.519436195782796,0.289729374492565,0.325664901111344,0.656538194880645,0.414951916304397,0.332314011744505,0.902208067204532,0.542386191990602,1,0.306357666182488,0.41194395978092,0.536426400245251,0.458065269964914,0.325985913080143,0.509224655679735,0.506839545313503,0.458895152266545,0.362689768508677,0.535277844399162,0.596247481591875,0.525154878188962,0.735576828731458,0.386162330290215,0.33109859041066,0.50594018086571,0.499992341411645,0.491876007787486,0.299713291788264,0.616625636541197,0.601435040291068,0.341305242433991,0.498216905435734,0.389542462191763,0.475358827532111,0.450237532090122,0.471796307787631,0.414407293430001,0.485267174429881,0.441859606394193
"hsa-miR-6745",0,0.424314604135857,0.163609501945912,0,0.194217949277612,0.483458464128213,0.748979013371861,0.15516288652213,0.1201904494345,1,0.67192040267836,0.120962636752708,0,0.751691050869938,0.731343809187228,0.401062979744686,0.782154701017729,0.039828492233196,0.412306806583607,0.166302917428805,0.727874760427906,0.10360953938625,0.113589821102557,0,0.612179078288584,0,0.632886844287754,0.528293187986433,0.523724056319349,0.0694755431477211,0.762162761926203,0.0318255395156696,0,0.541112505764508,0.22051187740316,0.106072907614413,0.532978978007506,0.156600453227345,0.401726645554296,0.0712512419328571,0.235909199935901,0.351250722874723,0.0951073187615256,0.360299918299999,0.480008166796275,0.524274853698362,0.540432396607676,0.15543208296353,0.104751398126158,0.264267084558062,0.0947559180193433,0.14716675434932,0.472032444651458,0.156500177458342,0.0969921189814366,0.545123106543427,0.499522644932024,0.349510035080903,0.0580835474501191,0.16409729958907,0.295879806252754,0.1755115134788,0.0891835655215081,0.240675799096881,0.246656112100517,0.19620708278018,0.118549103396576,0.2802360551444,0.341218202281617,0.260071473040494,0.482847838374178,0.14716675434932,0.0894093884984736,0.25410127801287,0.231412812001398,0.235985127734012,0.0743336642003855,0.342498295161327,0.325268696725114,0.0970598937630908,0.238058952966662,0.147307610506807,0.190980357570534,0.203831610785768,0.236967427994784,0.157265876270839,0.232924061064805,0.17455026048945
"hsa-miR-491-5p",0.121805822573177,0.291320957764978,0.188016440697481,0.0771291245223094,0.139520474918366,0.379116779077258,0.905587813032278,0.184325223346501,0.157405331887568,1,0.798363917232878,0.101329045905193,0,0.409190493551545,0.378546342849614,0.320407150112449,0.779844441484963,0.091042335159782,0.323005934413498,0.204237519928384,0.394616886731862,0,0.170064172256991,0.060895007464292,0.372159716486509,0.0665552926347365,0.983742137604775,0.377524005275451,0.841012370088853,0.025043297535254,0.801209288110105,0.153128456322707,0.102065191009314,0.687989806003184,0.254462583874419,0.159931309978772,0.40101904635085,0.166563392693323,0.307297529869825,0,0.25091152292913,0.549842003393485,0.14553465585111,0.431152239188003,0.549842003393485,0.549842003393485,0.526934634054665,0.205933649050103,0.073883164222987,0.317568143938798,0.0289300983128199,0.18522003530707,0.440539272274978,0.198958902757187,0,0.549842003393485,0.480282164841726,0.549842003393485,0.078588542548558,0.194425775438435,0.312817578802161,0.175873432854295,0.0559605314491346,0.243075461625071,0.256228082694617,0.196640012045755,0.134421597778894,0.317836281546235,0.341227819332204,0.256373861828138,0.481373858719032,0.164427732384726,0.0682656441997373,0.272107463954682,0.245253528081384,0.258246541793027,0.0855050225817972,0.344010648186688,0.355947934221171,0.0867831537150598,0.25159807911236,0.169857311712948,0.209937238093654,0.217634557175458,0.239508335355343,0.179254055932442,0.235200909964628,0.193611336722746
"94849",0.0205502034119911,0.356859555053647,0.102714433377625,0.0484840331132877,0.153880106782374,0.446930624462448,0.729944842202048,0.107268199851811,0.0909209563059926,1,0.528776131490424,0.0211835305056604,0,0.78174860814672,0.64245351749909,0.362964065485687,0.798047994328021,0.0261838085547486,0.339636106191538,0.103317902262402,0.702604509205647,0.0993955375291148,0.115653743977757,0,0.653377799183449,0.00891617284454883,0.579937997519371,0.43251367722784,0.473311846573782,0.0751824141457411,0.789268891301879,0.109808862286453,0.0566670849857297,0.592729729586017,0.197315086546535,0.133617256602417,0.57431938583152,0.0906588756390343,0.36658253558829,0.00534808712233918,0.141991599315959,0.437586299165294,0.0177599001621542,0.308121835348095,0.463990539740752,0.463990539740752,0.443302263076546,0.0966042937316238,0.0199272079522423,0.236533357591482,0.00830659949598361,0.074955956347879,0.422367863036332,0.107118802027355,0.0198162096964566,0.471967906334185,0.287122414526036,0.446800889778527,0.00643930617797654,0.130044033208401,0.257535712921924,0.14603196778225,0.00796723367610122,0.199564475987666,0.220743489826002,0.15761644591341,0.0543137573329489,0.238999700180535,0.325805046214323,0.212540215421451,0.478616026542592,0.0927537447438018,0.0292365819129749,0.220637564215049,0.199800820755092,0.218188461581153,0.00141629110005922,0.318518058015331,0.299967290332971,0.0314391760812641,0.205164244770362,0.0992178202657596,0.157594648421144,0.167743155922144,0.194470839800851,0.123418113096541,0.192272654541037,0.143630659565446
"HALLMARK_APOPTOSIS",0,0.404680128093441,0.127530810718828,0.0244471778844555,0.156057544794395,0.476770380033881,0.723802329328148,0.106015901609315,0.0910091033293462,1,0.585305263395285,0.0560475327059095,0,0.736428001568961,0.653280515317228,0.372837451105078,0.750938340937717,0.046420827706962,0.357592037089393,0.132169249425649,0.658984422770144,0.0540509998151471,0.0978955456077543,0,0.629735068848791,0.00582015539570946,0.669232283361736,0.50732154548877,0.523975048792967,0.0372668957686913,0.740930221491678,0.101286987206015,0.0641830874277124,0.508771190857918,0.194172795285485,0.159033777416648,0.425206209406084,0.0989964538279082,0.388512018469457,0,0.168775358597288,0.314020106586319,0.0727589362165013,0.33487192350245,0.45660717461055,0.457120782655914,0.450469520459555,0.1221187728658,0.0173759677029846,0.243230848503758,0,0.0927550887751247,0.413123314736779,0.135687679456548,0,0.464799667117572,0.386048445603073,0.308718409919014,0.044833609526349,0.137061414099838,0.272505490485185,0.146772427647395,0.0261969741066675,0.200041543831896,0.213859134414026,0.163481282510983,0.0764167898439977,0.253695124073156,0.315160385714248,0.216975037462815,0.432437677162739,0.109446285461811,0.0463612718262555,0.225408776718285,0.199056510983679,0.21512020227172,0.0189796343165996,0.29169361502261,0.288720840310512,0.0529795562971713,0.207255178517498,0.119041401035642,0.166746310805293,0.175526861380255,0.199486108540051,0.127317528461316,0.199463626055595,0.148117211530586
"05152",0.117781093679152,0.393255889494268,0.136200031902743,0.0216013194452244,0.147144423797453,0.741900858127967,0.681671707731062,0.142481386883796,0.124127417778605,1,0.913727351923226,0.0668227444526441,0,0.654519440956509,0.603941071906487,0.465820539468119,0.691727278761313,0,0.356920181892994,0.135649132745255,0.562746996028468,0.000295086856519472,0.128723122619749,0.00598817667054322,0.485063930863048,0,0.763491418712156,0.663041092636238,0.753079876692719,0,0.681442640118626,0.101951171763245,0.0653720585394137,0.558448770863262,0.152145766645677,0.196208026063105,0.472058004705119,0.113006467976566,0.372093320481967,0.0135775106003705,0.225456200427423,0.729779959034991,0.0488885539307183,0.454680940943064,1,0.932778732950518,0.637358325073711,0.101317187568642,0.0344043149342012,0.322103402088358,0.0326996666419759,0.0625887256851605,0.562746996028468,0.112958620061887,0.0229507103899153,0.861000687277625,0.45308218199659,0.76158490743684,0.0301298075978786,0.15018603896925,0.361786854961246,0.183422058594863,0.0216467484669818,0.254728708294513,0.273164873412038,0.195378568958271,0.0538234942550343,0.34825773768568,0.439873238108381,0.278623027658638,0.650030560695624,0.10405864973321,0.031092430119265,0.282684241060901,0.261553475579291,0.284194622151523,0.0101622351423659,0.437599577549451,0.441283417699486,0.0350024334487204,0.266265915412029,0.107793999718372,0.224996374057384,0.204233995673523,0.227398467047072,0.145925373476221,0.236744503668068,0.187427520077718
"05202",0,0.297731959874139,0.0958003906009075,0,0.153212196853513,0.517891579248675,0.789302575405797,0.0944843436729244,0.109483584170992,1,0.60903580102707,0.05368437719092,0,0.754453927511693,0.702152680962195,0.579915469553873,0.77212030453084,0,0.284641117652322,0.111789879835525,0.719498785156116,0,0.0979414485535135,0,0.668761577829461,0,0.6025955110993,0.387090178050615,0.507539585931281,0,0.777880729461528,0.153095059818522,0.128837584352808,0.379448104730366,0.218776480718841,0.173319799308471,0.328621543976313,0.0788904200282461,0.291032757504689,0.0237675639222362,0.174273255988642,0.437520521070009,0.0972110299954275,0.304182416504876,0.444570325532141,0.444570325532141,0.426350134038187,0.139954913922697,0.0718567810745514,0.223028421540769,0.0747354536112061,0.116150269167254,0.381758003634226,0.127842122835539,0.0263123634552054,0.443598659214708,0.262678601815855,0.440107625474196,0.0318112083263283,0.129549401537164,0.25603828337071,0.16054400000168,0.0372011811460932,0.209667055012904,0.217964662201772,0.169806633099247,0.0707320201999622,0.242981363439686,0.320911397307713,0.224231100150862,0.434345314051373,0.0985295040413314,0.054378303062952,0.216682347844018,0.204606273219153,0.210888560947341,0.0324899751966003,0.315231781958312,0.309672161939262,0.0520144099346506,0.207087138823385,0.114181795494646,0.164585473113154,0.17131301606366,0.198350438836789,0.11894083348593,0.19787474057214,0.141356093961035
"94793",0,0.581197616809529,0.166793684550444,0.0468544005932906,0.241957635502947,0.590115559259386,0.610172125213744,0.144643023047412,0.11109050500155,1,0.770950014846464,0.100469412955774,0,0.690716012378446,0.367531547119145,0.390852561642027,0.69760703166101,0.06410779922487,0.442771780905275,0.173197099749168,0.485121629055291,0.0927901507422135,0.116796596435005,0,0.390018406879578,0,0.813003949896453,0.690289529799459,0.737807065817111,0.0556304349719871,0.696202498544304,0.150214262838909,0.0496046307987205,0.560753289651535,0.25487482471011,0.182740180252984,0.521334517875719,0.144783096924459,0.535092918747181,0.112092759795654,0.184484307018221,0.393924548485834,0.118667508919595,0.36463026061434,0.516241641682566,0.510833122321215,0.501368459136196,0.180042075212525,0.137200940902218,0.286293273211273,0.126793581923885,0.167413626275238,0.468937846705057,0.171975251582634,0.125671855151344,0.519549411140435,0.377759870849042,0.398138822176216,0.100412752762083,0.189109852002506,0.305464852030638,0.206254959507417,0.116207436570749,0.266999212735942,0.273771242401293,0.223214516832483,0.136335865296345,0.291203977670556,0.363713895140242,0.283879829075465,0.464886071782836,0.165662012734361,0.127048887435725,0.278269772748064,0.254528688442748,0.255974526971596,0.0944513603343417,0.36722845747659,0.340218984156751,0.129273412155674,0.261076857738997,0.174532662574965,0.214695883243685,0.227424626285953,0.257287637907935,0.18148207939266,0.257178643972446,0.200852886260973
"hsa-miR-449a",0,0.47776183510467,0.319847967031047,0.0740728873482864,0.236842864144231,0.487237363735411,0.970257535722403,0.334531493141716,0.303906772637567,1,0.520106661053139,0.200470919848438,0,0.76810876480842,0.832203006251963,0.49173884842935,0.835310761901351,0.100938360093387,0.51280242334067,0.312062721178918,0.792665976282739,0.151516361612395,0.290218898939044,0,0.801117730956121,0.0088910491564127,0.779961226260754,0.482837839892475,0.617149677445961,0.109839148175019,0.837978304698442,0.186447907479134,0.0824660672655355,0.669636110664647,0.726941362231617,0.207726050928452,0.627464700718371,0.299373085584319,0.493114744623642,0.151516361612395,0.142757664325653,0.381943792719493,0.242185727572291,0.481521920063118,0.537544338085298,0.572266724826064,0.560193268417365,0.266841067339808,0.210405048536452,0.422649694924212,0.199189331473951,0.274015632170844,0.489900874156031,0.246792414771425,0.179072226015065,0.576217763485457,0.576217763485457,0.384845736112745,0.15750323951374,0.2946778508128,0.391278033654687,0.252956771136806,0.182819915382864,0.307539047515329,0.340053259797964,0.281820331631566,0.226854328064956,0.381821138041003,0.403568953316154,0.321131168719159,0.593756595655598,0.273818251783687,0.185268071529421,0.361380640593978,0.324168988671708,0.350736058764457,0.164863243011162,0.399006024635217,0.396220941863005,0.193996683489595,0.3365666052993,0.266368881356059,0.292150785069051,0.314148921278168,0.32820774519289,0.284137418868039,0.322201519484088,0.294965893894448
"04621",0.0542065351561799,0.33838336344744,0.0729454954840862,0.0358670743659397,0.189511963379278,0.403495811408194,0.613673151400701,0.0655133635837028,0.0721883667050964,1,0.752586110713061,0.0319966920143515,0,0.83948482777375,0.593951142200605,0.484815751917667,0.719542616896196,0.0461853892477534,0.324145260464589,0.0949723465515391,0.626529939464462,0.0726942172327009,0.0827826351018617,0,0.559870635195051,0.00521877123168248,0.673289263023199,0.37747732589151,0.367849823934655,0.0622021217889917,0.721994583531248,0.0929325293364016,0.053819775952159,0.313448312562722,0.514147741649732,0.186472077524282,0.324416637354563,0.0479848065070237,0.29994091391141,0,0.155465266838498,0.37747732589151,0.0863462415026197,0.261060877721174,0.362536630494086,0.351641605187942,0.32681399281034,0.124087413783905,0.0185275446821849,0.206935267522499,0,0.0927026352256371,0.286537392013513,0.125431336465663,0,0.341970630478683,0.246227691639985,0.37747732589151,0.0208700508474128,0.11492521116217,0.206667656737151,0.158871238188028,0.00417943339132453,0.204411809191855,0.186785116583522,0.16776633977892,0.0603395587147631,0.211910659550222,0.239627629518147,0.220406694715753,0.373439858521289,0.0831548826160577,0.0290797975141831,0.195889206913097,0.183351463455274,0.160637169419582,0.0064549494647398,0.286818093444633,0.248169671291056,0.0343109064776109,0.185240834284815,0.107453523610921,0.158646209982588,0.155169044969784,0.18324757926036,0.110027569811568,0.190971363491795,0.133556679366101
"94816",0,0.412245447825705,0.184015072101741,0.0433000602866362,0.171865008411873,0.467818704297262,0.793801586951917,0.152208818914649,0.0868864510656033,1,0.575677676830074,0.105075073773025,0,0.71864403705015,0.425621270578066,0.380136910511954,0.860451394460134,0.0662696483826602,0.425621270578066,0.181445958531534,0.727019888096667,0.0778048609070146,0.0658085282884813,0.0558164689229324,0.327243489244873,0.0185101863405503,0.591084222659922,0.475053565888229,0.558928449446792,0.0636409184430825,0.857695103706675,0.00926173790873209,0,0.696276412319896,0.177969359541359,0.123056998766152,0.66132761154168,0.153457689561704,0.435984088637196,0.108844546778844,0.147344674248456,0.314533494707731,0,0.399135410532548,0.518922424974603,0.520555227217439,0.520555227217439,0.0393226361803493,0.0820044522999412,0.281031551683969,0.0868907736298567,0,0.499809452779687,0.134524207589558,0.10748086186921,0.530068328447799,0.512179295599097,0.314533494707731,0.0876004300657489,0.166051622648848,0.310530236336325,0.142628087613326,0.0868534850917046,0.208552884521661,0.23865550266446,0.172656569926715,0.0971734862805611,0.28251961290166,0.347981607184875,0.225733614841714,0.433982846775572,0.145946707769905,0.0911069772822537,0.254704821563758,0.21838197026763,0.253129656293989,0.0572177411522496,0.308837542945508,0.315406490559555,0.0925574378467627,0.231240691385097,0.141187374961618,0.186915324085877,0.199619436918435,0.222982488034831,0.155639170367195,0.215580676295856,0.174589423570767
